Fecha,Año,Tienda,Categoría,Cantidad,Costo_Unitario,Costo_Total,Precio_Venta_Unitario,Ingreso_Total,Ganancia_Neta
2024-04-26,2024.0,Portal de las Flores,Orquídeas,19.0,42.8,813.2,61.46,1167.74,354.54
2024-04-27,2024.0,Jardín Express,Girasoles,49.0,14.55,712.95,23.97,1174.53,461.58
2024-04-27,2024.0,EcoFlores Norte,Girasoles,39.0,10.26,400.14,15.95,622.05,221.91
2024-04-27,2024.0,Portal de las Flores,Lirios,17.0,15.72,267.24,25.21,428.57,161.33
2024-04-27,2024.0,EcoFlores Norte,Tulipanes,33.0,26.49,874.17,37.11,1224.63,350.46
2024-04-27,2024.0,,Tulipanes,47.0,21.82,1025.54,32.63,1533.61,508.07
2024-04-28,2024.0,Jardín Express,Lirios,37.0,19.57,724.09,26.19,969.03,244.94
2024-04-28,2024.0,,Lirios,36.0,20.17,726.12,33.73,1214.28,488.16
2024-04-29,2024.0,Florería Central,Girasoles,29.0,13.85,401.65,21.67,628.43,226.78
2024-04-29,2024.0,Florería Central,Rosas,25.0,16.92,423.0,25.21,630.25,207.25
2024-04-29,2024.0,Florería Central,Lirios,48.0,20.31,974.88,31.27,1500.96,526.08
2024-04-29,2024.0,Portal de las Flores,Orquídeas,24.0,42.11,1010.64,55.54,1332.96,322.32
2024-04-30,2024.0,Florería Central,Girasoles,45.0,13.3,598.5,18.33,824.85,226.35
2024-05-01,2024.0,Jardín Express,Orquídeas,5.0,57.02,285.1,94.01,470.05,184.95
2024-05-01,2024.0,EcoFlores Norte,Lirios,15.0,15.95,239.25,21.89,328.35,89.1
2024-05-02,2024.0,Florería Central,Tulipanes,4.0,23.02,92.08,30.74,122.96,30.88
2024-05-03,2024.0,,Lirios,40.0,21.85,874.0,35.15,1406.0,532.0
2024-05-04,2024.0,Florería Central,Girasoles,32.0,17.19,550.08,27.73,887.36,337.28
2024-05-05,2024.0,Portal de las Flores,Orquídeas,29.0,48.01,1392.29,70.88,2055.52,663.23
2024-05-05,2024.0,Portal de las Flores,Girasoles,44.0,16.02,704.88,26.63,1171.72,466.84
2024-05-05,2024.0,EcoFlores Norte,Rosas,8.0,24.21,193.68,31.86,254.88,61.2
2024-05-06,2024.0,Portal de las Flores,Orquídeas,3.0,54.73,164.19,84.35,253.05,88.86
2024-05-06,2024.0,Florería Central,Orquídeas,1.0,-25.0,39.79,66.34,66.34,26.55
2024-05-07,2024.0,EcoFlores Norte,Lirios,4.0,15.51,62.04,24.96,99.84,37.8
2024-05-07,2024.0,EcoFlores Norte,Lirios,34.0,12.06,410.04,16.16,549.44,139.4
2024-05-07,2024.0,Portal de las Flores,Tulipanes,22.0,27.4,602.8,40.47,890.34,287.54
2024-05-08,2024.0,Jardín Express,Lirios,28.0,17.39,486.92,24.77,693.56,206.64
2024-05-09,2024.0,Jardín Express,Tulipanes,3.0,18.83,56.49,28.12,84.36,27.87
2024-05-09,2024.0,Florería Central,Lirios,41.0,19.48,798.68,26.95,1104.95,306.27
2024-05-09,2024.0,EcoFlores Norte,Orquídeas,25.0,58.92,1473.0,78.22,1955.5,482.5
2024-05-10,2024.0,Jardín Express,Rosas,14.0,22.43,314.02,29.59,414.26,100.24
2024-05-10,2024.0,Jardín Express,Tulipanes,4.0,24.09,96.36,35.18,140.72,44.36
2024-05-10,2024.0,Portal de las Flores,Rosas,9.0,15.52,139.68,23.54,211.86,72.18
2024-05-10,2024.0,EcoFlores Norte,Orquídeas,44.0,58.02,2552.88,88.92,3912.48,1359.6
2024-05-10,2024.0,EcoFlores Norte,Rosas,22.0,22.09,485.98,32.9,723.8,237.82
2024-05-11,2024.0,Florería Central,Rosas,37.0,20.1,743.7,32.05,1185.85,442.15
2024-05-11,2024.0,,Rosas,38.0,18.1,687.8,26.42,1003.96,316.16
2024-05-12,2024.0,EcoFlores Norte,Rosas,29.0,23.58,683.82,32.26,935.54,251.72
2024-05-12,2024.0,Florería Central,Girasoles,44.0,14.0,616.0,22.07,971.08,355.08
2024-05-12,2024.0,EcoFlores Norte,Tulipanes,29.0,19.72,571.88,26.83,778.07,206.19
2024-05-13,2024.0,EcoFlores Norte,Girasoles,1.0,10.71,10.71,18.17,18.17,7.46
2024-05-13,2024.0,Florería Central,Lirios,12.0,17.31,207.72,25.67,308.04,100.32
2024-05-14,2024.0,Jardín Express,Tulipanes,29.0,26.14,758.06,37.77,1095.33,337.27
2024-05-14,2024.0,Portal de las Flores,Orquídeas,19.0,,951.52,71.86,1365.34,413.82
2024-05-16,2024.0,Jardín Express,Tulipanes,26.0,25.16,654.16,40.9,1063.4,409.24
2024-05-16,2024.0,EcoFlores Norte,Orquídeas,23.0,52.17,1199.91,86.46,1988.58,788.67
2024-05-16,2024.0,Florería Central,Tulipanes,48.0,25.32,1215.36,38.45,1845.6,630.24
2024-05-16,2024.0,EcoFlores Norte,Girasoles,38.0,15.89,603.82,23.54,894.52,290.7
2024-05-17,2024.0,,Girasoles,4.0,14.92,59.68,22.52,90.08,30.4
2024-05-18,2024.0,Portal de las Flores,Rosas,42.0,24.18,1015.56,35.54,1492.68,477.12
2024-05-18,2024.0,EcoFlores Norte,Tulipanes,35.0,21.68,758.8,30.48,1066.8,308.0
2024-05-19,2024.0,Portal de las Flores,Orquídeas,16.0,42.74,683.84,71.58,1145.28,461.44
2024-05-19,2024.0,EcoFlores Norte,Lirios,47.0,18.01,846.47,23.66,1112.02,265.55
2024-05-20,2024.0,Florería Central,Rosas,8.0,20.77,166.16,32.37,258.96,92.8
2024-05-20,2024.0,Florería Central,Girasoles,3.0,13.8,41.4,22.44,67.32,25.92
2024-05-20,2024.0,EcoFlores Norte,Girasoles,19.0,13.57,257.83,17.91,340.29,82.46
2024-05-21,2024.0,Portal de las Flores,Rosas,36.0,23.17,834.12,39.01,1404.36,570.24
2024-05-22,2024.0,Florería Central,Tulipanes,49.0,19.33,947.17,25.36,1242.64,295.47
2024-05-22,2024.0,Florería Central,Tulipanes,47.0,19.73,927.31,26.56,1248.32,321.01
2024-05-22,2024.0,Portal de las Flores,Tulipanes,13.0,22.55,293.15,32.36,420.68,127.53
2024-05-23,2024.0,EcoFlores Norte,Rosas,16.0,16.06,256.96,22.9,366.4,109.44
2024-05-23,2024.0,Jardín Express,Tulipanes,49.0,20.42,1000.58,28.66,1404.34,403.76
2024-05-23,2024.0,Florería Central,Rosas,22.0,15.34,337.48,25.34,557.48,220.0
2024-05-23,2024.0,EcoFlores Norte,Lirios,33.0,17.41,574.53,23.0,759.0,184.47
2024-05-23,2024.0,Jardín Express,Lirios,22.0,12.14,267.08,19.49,428.78,161.7
2024-05-24,2024.0,Florería Central,Orquídeas,41.0,,1651.07,66.16,2712.56,1061.49
2024-05-24,2024.0,Florería Central,Orquídeas,46.0,43.58,2004.68,66.44,3056.24,1051.56
2024-05-24,2024.0,EcoFlores Norte,Lirios,15.0,20.23,303.45,28.82,432.3,128.85
2024-05-24,2024.0,Portal de las Flores,Girasoles,2.0,10.59,21.18,16.58,33.16,11.98
2024-05-24,2024.0,EcoFlores Norte,Rosas,26.0,15.14,393.64,20.18,524.68,131.04
2024-05-25,2024.0,Florería Central,Tulipanes,3.0,22.2,66.6,29.6,88.8,22.2
2024-05-25,2024.0,Jardín Express,Lirios,15.0,,239.25,24.12,361.8,122.55
2024-05-25,2024.0,EcoFlores Norte,Orquídeas,18.0,36.83,662.94,58.84,1059.12,396.18
2024-05-25,2024.0,Jardín Express,Orquídeas,12.0,57.92,695.04,98.39,1180.68,485.64
2024-05-26,2024.0,EcoFlores Norte,Orquídeas,43.0,42.83,1841.69,69.36,2982.48,1140.79
2024-05-26,2024.0,Portal de las Flores,Lirios,45.0,19.42,873.9,25.65,1154.25,280.35
2024-05-27,2024.0,EcoFlores Norte,Girasoles,9.0,-25.0,147.87,24.68,222.12,74.25
2024-05-27,2024.0,Florería Central,Tulipanes,39.0,20.48,798.72,33.78,1317.42,518.7
2024-05-27,2024.0,Portal de las Flores,Orquídeas,44.0,50.75,2233.0,86.04,3785.76,1552.76
2024-05-28,2024.0,Portal de las Flores,Rosas,29.0,20.3,588.7,28.57,828.53,239.83
2024-05-28,2024.0,Jardín Express,Lirios,27.0,12.56,339.12,16.36,441.72,102.6
2024-05-29,2024.0,EcoFlores Norte,Rosas,8.0,17.07,136.56,23.23,185.84,49.28
2024-05-30,2024.0,Portal de las Flores,Rosas,9.0,22.09,198.81,28.9,260.1,61.29
2024-05-30,2024.0,Portal de las Flores,Tulipanes,3.0,28.56,85.68,43.13,129.39,43.71
2024-05-30,2024.0,Jardín Express,Lirios,11.0,12.14,133.54,16.17,177.87,44.33
2024-05-31,2024.0,EcoFlores Norte,Rosas,16.0,17.4,278.4,28.15,450.4,172.0
2024-05-31,2024.0,EcoFlores Norte,Lirios,8.0,21.35,170.8,30.86,246.88,76.08
2024-06-01,2024.0,Florería Central,Tulipanes,49.0,21.78,1067.22,34.26,1678.74,611.52
2024-06-01,2024.0,EcoFlores Norte,Tulipanes,39.0,26.69,1040.91,36.96,1441.44,400.53
2024-06-01,2024.0,Jardín Express,Tulipanes,,23.26,488.46,32.27,677.67,189.21
2024-06-02,2024.0,,Lirios,21.0,13.5,283.5,19.61,411.81,128.31
2024-06-02,2024.0,Jardín Express,Rosas,22.0,21.66,476.52,36.73,808.06,331.54
2024-06-02,2024.0,Portal de las Flores,Tulipanes,49.0,24.71,1210.79,35.45,1737.05,526.26
2024-06-03,2024.0,Portal de las Flores,Tulipanes,34.0,26.66,906.44,37.55,1276.7,370.26
2024-06-04,2024.0,Portal de las Flores,Tulipanes,25.0,21.09,527.25,33.49,837.25,310.0
2024-06-05,2024.0,Florería Central,Rosas,7.0,18.16,127.12,27.17,190.19,63.07
2024-06-05,2024.0,EcoFlores Norte,Rosas,,21.81,152.67,34.6,242.2,89.53
2024-06-05,2024.0,Jardín Express,Orquídeas,43.0,,2327.16,87.96,3782.28,1455.12
2024-06-05,2024.0,EcoFlores Norte,Girasoles,9.0,10.11,90.99,14.18,127.62,36.63
2024-06-06,2024.0,Portal de las Flores,Rosas,44.0,15.94,701.36,26.81,1179.64,478.28
2024-06-06,2024.0,Florería Central,Girasoles,34.0,15.78,536.52,23.88,811.92,275.4
2024-06-07,2024.0,Jardín Express,Tulipanes,36.0,19.11,687.96,28.34,1020.24,332.28
2024-06-07,2024.0,Florería Central,Orquídeas,8.0,58.29,466.32,77.85,622.8,156.48
2024-06-08,2024.0,Jardín Express,Rosas,2.0,23.19,46.38,38.55,77.1,30.72
2024-06-08,2024.0,EcoFlores Norte,Lirios,35.0,15.68,548.8,22.98,804.3,255.5
2024-06-08,2024.0,Portal de las Flores,Tulipanes,23.0,19.53,449.19,30.92,711.16,261.97
2024-06-08,2024.0,Florería Central,Tulipanes,33.0,26.06,859.98,39.96,1318.68,458.7
2024-06-09,2024.0,Florería Central,Orquídeas,48.0,42.42,2036.16,67.34,3232.32,1196.16
2024-06-09,2024.0,Florería Central,Lirios,3.0,16.77,50.31,27.4,82.2,31.89
2024-06-09,2024.0,Jardín Express,Tulipanes,,28.64,1346.08,40.38,1897.86,551.78
2024-06-09,2024.0,EcoFlores Norte,Rosas,35.0,21.14,739.9,28.23,988.05,248.15
2024-06-09,2024.0,Jardín Express,Lirios,20.0,15.98,319.6,22.53,450.6,131.0
2024-06-10,2024.0,Portal de las Flores,Girasoles,23.0,15.33,352.59,20.79,478.17,125.58
2024-06-10,2024.0,Portal de las Flores,Girasoles,24.0,10.06,241.44,15.82,379.68,138.24
2024-06-11,2024.0,Jardín Express,Rosas,13.0,999.0,282.75,28.67,372.71,89.96
2024-06-11,2024.0,Florería Central,Rosas,10.0,20.55,205.5,32.86,328.6,123.1
2024-06-13,2024.0,Portal de las Flores,Lirios,,21.18,360.06,35.23,598.91,238.85
2024-06-13,2024.0,Florería Central,Lirios,32.0,21.75,696.0,29.76,952.32,256.32
2024-06-13,2024.0,Portal de las Flores,Lirios,25.0,12.09,302.25,17.56,439.0,136.75
2024-06-14,2024.0,Portal de las Flores,Tulipanes,23.0,22.98,528.54,36.59,841.57,313.03
2024-06-15,2024.0,EcoFlores Norte,Girasoles,49.0,15.84,776.16,24.22,1186.78,410.62
2024-06-15,2024.0,Jardín Express,Girasoles,41.0,11.31,463.71,16.69,684.29,220.58
2024-06-16,2024.0,EcoFlores Norte,Orquídeas,39.0,45.88,1789.32,66.91,2609.49,820.17
2024-06-16,2024.0,Florería Central,Orquídeas,24.0,57.65,1383.6,87.43,2098.32,714.72
2024-06-16,2024.0,Florería Central,Tulipanes,22.0,24.7,543.4,35.54,781.88,238.48
2024-06-16,2024.0,EcoFlores Norte,Tulipanes,11.0,23.51,258.61,37.45,411.95,153.34
2024-06-18,2024.0,EcoFlores Norte,Girasoles,40.0,10.79,431.6,17.53,701.2,269.6
2024-06-18,2024.0,EcoFlores Norte,Rosas,42.0,24.38,1023.96,32.52,1365.84,341.88
2024-06-18,2024.0,Jardín Express,Rosas,43.0,18.64,801.52,29.0,1247.0,445.48
2024-06-19,2024.0,Portal de las Flores,Orquídeas,47.0,58.29,2739.63,96.96,4557.12,1817.49
2024-06-19,2024.0,Florería Central,Girasoles,35.0,10.6,371.0,17.1,598.5,227.5
2024-06-20,2024.0,Portal de las Flores,Orquídeas,21.0,55.13,1157.73,75.77,1591.17,433.44
2024-06-20,2024.0,Florería Central,Girasoles,39.0,13.16,513.24,17.32,675.48,162.24
2024-06-20,2024.0,Florería Central,Tulipanes,45.0,18.69,841.05,29.33,1319.85,478.8
2024-06-21,2024.0,EcoFlores Norte,Tulipanes,29.0,23.57,683.53,36.48,1057.92,374.39
2024-06-21,2024.0,EcoFlores Norte,Tulipanes,40.0,24.93,997.2,41.43,1657.2,660.0
2024-06-21,2024.0,EcoFlores Norte,Rosas,25.0,22.02,550.5,34.05,851.25,300.75
2024-06-22,2024.0,Jardín Express,Girasoles,20.0,11.73,234.6,18.49,369.8,135.2
2024-06-23,2024.0,Jardín Express,Tulipanes,12.0,25.58,306.96,38.81,465.72,158.76
2024-06-24,2024.0,Florería Central,Girasoles,19.0,17.28,328.32,25.07,476.33,148.01
2024-06-25,2024.0,Portal de las Flores,Tulipanes,32.0,26.16,837.12,34.6,1107.2,270.08
2024-06-25,2024.0,Portal de las Flores,Lirios,39.0,18.77,732.03,30.1,1173.9,441.87
2024-06-25,2024.0,Jardín Express,Rosas,,,857.29,34.28,1268.36,411.07
2024-06-26,2024.0,Jardín Express,Lirios,,12.08,60.4,20.26,101.3,40.9
2024-06-26,2024.0,EcoFlores Norte,Orquídeas,28.0,57.44,1608.32,95.53,2674.84,1066.52
2024-06-27,2024.0,Portal de las Flores,Orquídeas,33.0,37.8,1247.4,58.36,1925.88,678.48
2024-06-27,2024.0,EcoFlores Norte,Rosas,19.0,22.96,436.24,31.15,591.85,155.61
2024-06-28,2024.0,Portal de las Flores,Lirios,26.0,16.56,430.56,27.43,713.18,282.62
2024-06-28,2024.0,EcoFlores Norte,Lirios,7.0,18.32,128.24,25.27,176.89,48.65
2024-06-29,2024.0,Jardín Express,Lirios,16.0,19.63,314.08,32.82,525.12,211.04
2024-06-30,2024.0,Portal de las Flores,Rosas,,17.53,245.42,29.37,411.18,165.76
2024-06-30,2024.0,Portal de las Flores,Girasoles,21.0,16.08,337.68,21.22,445.62,107.94
2024-06-30,2024.0,Florería Central,Girasoles,37.0,10.78,398.86,14.73,545.01,146.15
2024-06-30,2024.0,Portal de las Flores,Lirios,20.0,17.57,351.4,29.72,594.4,243.0
2024-07-01,2024.0,Jardín Express,Lirios,49.0,13.07,640.43,19.65,962.85,322.42
2024-07-01,2024.0,Jardín Express,Lirios,16.0,20.66,330.56,28.22,451.52,120.96
2024-07-02,2024.0,EcoFlores Norte,Tulipanes,39.0,24.03,937.17,33.17,1293.63,356.46
2024-07-02,2024.0,EcoFlores Norte,Lirios,12.0,15.5,186.0,20.86,250.32,64.32
2024-07-04,2024.0,Jardín Express,Tulipanes,28.0,24.33,681.24,33.69,943.32,262.08
2024-07-05,2024.0,Florería Central,Tulipanes,3.0,28.91,86.73,43.81,131.43,44.7
2024-07-05,2024.0,Portal de las Flores,Tulipanes,27.0,29.09,785.43,43.89,1185.03,399.6
2024-07-05,2024.0,EcoFlores Norte,Girasoles,18.0,16.82,302.76,24.27,436.86,134.1
2024-07-06,2024.0,EcoFlores Norte,Orquídeas,21.0,49.78,1045.38,79.03,1659.63,614.25
2024-07-06,2024.0,Jardín Express,Rosas,44.0,15.15,666.6,23.25,1023.0,356.4
2024-07-07,2024.0,Florería Central,Lirios,10.0,14.01,140.1,19.35,193.5,53.4
2024-07-08,2024.0,Florería Central,Rosas,35.0,19.19,671.65,27.19,951.65,280.0
2024-07-08,2024.0,,Lirios,32.0,12.69,406.08,18.65,596.8,190.72
2024-07-08,2024.0,Florería Central,Lirios,43.0,18.89,812.27,26.47,1138.21,325.94
2024-07-08,2024.0,Florería Central,Girasoles,36.0,14.39,518.04,23.77,855.72,337.68
2024-07-08,2024.0,Portal de las Flores,Girasoles,24.0,11.17,268.08,14.98,359.52,91.44
2024-07-09,2024.0,EcoFlores Norte,Rosas,25.0,21.33,533.25,28.32,708.0,174.75
2024-07-09,2024.0,Jardín Express,Orquídeas,17.0,51.33,872.61,70.68,1201.56,328.95
2024-07-10,2024.0,Portal de las Flores,Orquídeas,11.0,41.83,460.13,70.29,773.19,313.06
2024-07-10,2024.0,,Lirios,11.0,17.58,193.38,25.3,278.3,84.92
2024-07-10,2024.0,Jardín Express,Girasoles,10.0,13.29,132.9,21.28,212.8,79.9
2024-07-10,2024.0,Florería Central,Girasoles,27.0,11.74,316.98,15.68,423.36,106.38
2024-07-12,2024.0,EcoFlores Norte,Lirios,3.0,21.85,65.55,29.86,89.58,24.03
2024-07-12,2024.0,Florería Central,Tulipanes,13.0,23.5,305.5,32.26,419.38,113.88
2024-07-12,2024.0,Jardín Express,Lirios,2.0,21.17,42.34,32.21,64.42,22.08
2024-07-13,2024.0,Jardín Express,Orquídeas,21.0,35.65,748.65,54.23,1138.83,390.18
2024-07-13,2024.0,Florería Central,Girasoles,10.0,14.02,140.2,19.0,190.0,49.8
2024-07-13,2024.0,EcoFlores Norte,Rosas,5.0,24.62,123.1,37.4,187.0,63.9
2024-07-13,2024.0,Jardín Express,Lirios,48.0,14.02,672.96,19.67,944.16,271.2
2024-07-14,2024.0,EcoFlores Norte,Orquídeas,6.0,,226.32,58.64,351.84,125.52
2024-07-14,2024.0,Florería Central,Orquídeas,15.0,35.81,537.15,51.36,770.4,233.25
2024-07-14,2024.0,EcoFlores Norte,Lirios,46.0,15.54,714.84,23.35,1074.1,359.26
2024-07-16,2024.0,Portal de las Flores,Tulipanes,,22.94,367.04,35.8,572.8,205.76
2024-07-16,2024.0,Portal de las Flores,Tulipanes,27.0,29.8,804.6,39.34,1062.18,257.58
2024-07-18,2024.0,Portal de las Flores,Tulipanes,2.0,21.65,43.3,28.36,56.72,13.42
2024-07-19,2024.0,Florería Central,Girasoles,43.0,13.68,588.24,21.11,907.73,319.49
2024-07-19,2024.0,,Lirios,22.0,13.62,299.64,19.1,420.2,120.56
2024-07-19,2024.0,Portal de las Flores,Girasoles,1.0,13.2,13.2,21.3,21.3,8.1
2024-07-19,2024.0,Portal de las Flores,Lirios,36.0,12.86,462.96,21.32,767.52,304.56
2024-07-19,2024.0,Florería Central,Orquídeas,19.0,57.3,1088.7,81.07,1540.33,451.63
2024-07-20,2024.0,EcoFlores Norte,Lirios,16.0,21.4,342.4,34.09,545.44,203.04
2024-07-20,2024.0,EcoFlores Norte,Tulipanes,41.0,19.51,799.91,26.38,1081.58,281.67
2024-07-21,2024.0,Florería Central,Tulipanes,24.0,22.06,529.44,31.4,753.6,224.16
2024-07-21,2024.0,Portal de las Flores,Rosas,25.0,22.3,557.5,37.38,934.5,377.0
2024-07-22,2024.0,Portal de las Flores,Orquídeas,49.0,35.63,1745.87,58.28,2855.72,1109.85
2024-07-23,2024.0,Jardín Express,Orquídeas,44.0,36.36,1599.84,55.99,2463.56,863.72
2024-07-24,2024.0,Jardín Express,Tulipanes,6.0,25.83,154.98,36.8,220.8,65.82
2024-07-25,2024.0,Florería Central,Tulipanes,35.0,26.09,913.15,39.47,1381.45,468.3
2024-07-25,2024.0,EcoFlores Norte,Girasoles,15.0,14.35,215.25,20.0,300.0,84.75
2024-07-26,2024.0,EcoFlores Norte,Rosas,25.0,23.25,581.25,30.92,773.0,191.75
2024-07-27,2024.0,Jardín Express,Orquídeas,39.0,37.65,1468.35,58.41,2277.99,809.64
2024-07-28,2024.0,Jardín Express,Lirios,13.0,21.84,283.92,30.95,402.35,118.43
2024-07-28,2024.0,Florería Central,Lirios,30.0,16.99,509.7,24.1,723.0,213.3
2024-07-30,2024.0,EcoFlores Norte,Lirios,49.0,13.37,655.13,18.86,924.14,269.01
2024-07-31,2024.0,EcoFlores Norte,Tulipanes,12.0,28.91,346.92,41.21,494.52,147.6
2024-08-01,2024.0,Florería Central,Lirios,49.0,13.33,653.17,18.72,917.28,264.11
2024-08-02,2024.0,Portal de las Flores,Lirios,39.0,13.61,530.79,22.15,863.85,333.06
2024-08-02,2024.0,Florería Central,Orquídeas,15.0,40.1,601.5,52.81,792.15,190.65
2024-08-02,2024.0,Portal de las Flores,Lirios,43.0,15.9,683.7,26.34,1132.62,448.92
2024-08-03,2024.0,Portal de las Flores,Girasoles,5.0,14.11,70.55,22.24,111.2,40.65
2024-08-03,2024.0,Florería Central,Rosas,39.0,15.46,602.94,23.46,914.94,312.0
2024-08-03,2024.0,Florería Central,Tulipanes,13.0,23.14,300.82,35.93,467.09,166.27
2024-08-03,2024.0,Portal de las Flores,Orquídeas,1.0,38.26,38.26,55.03,55.03,16.77
2024-08-04,2024.0,EcoFlores Norte,Tulipanes,8.0,28.53,228.24,41.53,332.24,104.0
2024-08-04,2024.0,Portal de las Flores,Rosas,36.0,21.37,769.32,36.11,1299.96,530.64
2024-08-04,2024.0,,Lirios,29.0,16.49,478.21,23.0,667.0,188.79
2024-08-04,2024.0,Florería Central,Orquídeas,39.0,37.78,1473.42,58.91,2297.49,824.07
2024-08-04,2024.0,EcoFlores Norte,Girasoles,18.0,10.99,197.82,17.36,312.48,114.66
2024-08-05,2024.0,,Tulipanes,14.0,28.12,393.68,37.65,527.1,133.42
2024-08-05,2024.0,Florería Central,Tulipanes,21.0,22.16,465.36,30.93,649.53,184.17
2024-08-05,2024.0,EcoFlores Norte,Tulipanes,,25.54,561.88,37.68,828.96,267.08
2024-08-05,2024.0,Portal de las Flores,Orquídeas,24.0,57.62,1382.88,93.76,2250.24,867.36
2024-08-07,2024.0,Florería Central,Tulipanes,46.0,27.93,1284.78,38.22,1758.12,473.34
2024-08-07,2024.0,Portal de las Flores,Lirios,17.0,21.3,362.1,34.36,584.12,222.02
2024-08-07,2024.0,Portal de las Flores,Girasoles,1.0,10.98,10.98,14.82,14.82,3.84
2024-08-07,2024.0,Florería Central,Rosas,36.0,24.07,866.52,32.57,1172.52,306.0
2024-08-09,2024.0,Jardín Express,Girasoles,18.0,17.73,319.14,24.29,437.22,118.08
2024-08-10,2024.0,EcoFlores Norte,Tulipanes,38.0,25.12,954.56,33.19,1261.22,306.66
2024-08-10,2024.0,EcoFlores Norte,Girasoles,29.0,10.81,313.49,15.25,442.25,128.76
2024-08-10,2024.0,Jardín Express,Orquídeas,23.0,42.82,984.86,57.35,1319.05,334.19
2024-08-10,2024.0,Portal de las Flores,Girasoles,25.0,14.88,372.0,20.78,519.5,147.5
2024-08-11,2024.0,Florería Central,Girasoles,42.0,11.67,490.14,16.55,695.1,204.96
2024-08-12,2024.0,Portal de las Flores,Tulipanes,9.0,22.3,200.7,31.97,287.73,87.03
2024-08-12,2024.0,Florería Central,Orquídeas,31.0,54.56,1691.36,75.9,2352.9,661.54
2024-08-12,2024.0,Florería Central,Lirios,15.0,12.92,193.8,21.78,326.7,132.9
2024-08-12,2024.0,EcoFlores Norte,Lirios,37.0,16.81,621.97,24.78,916.86,294.89
2024-08-12,2024.0,Jardín Express,Lirios,17.0,16.69,283.73,27.42,466.14,182.41
2024-08-13,2024.0,Jardín Express,Girasoles,11.0,11.09,121.99,14.86,163.46,41.47
2024-08-13,2024.0,Florería Central,Girasoles,32.0,10.42,333.44,17.13,548.16,214.72
2024-08-13,2024.0,Jardín Express,Orquídeas,31.0,47.15,1461.65,73.82,2288.42,826.77
2024-08-13,2024.0,EcoFlores Norte,Lirios,28.0,16.89,472.92,24.71,691.88,218.96
2024-08-14,2024.0,Florería Central,Tulipanes,12.0,25.25,303.0,41.99,503.88,200.88
2024-08-14,2024.0,Jardín Express,Orquídeas,46.0,50.81,2337.26,77.91,3583.86,1246.6
2024-08-14,2024.0,,Girasoles,36.0,15.81,569.16,21.94,789.84,220.68
2024-08-15,2024.0,Jardín Express,Rosas,9.0,,156.96,29.42,264.78,107.82
2024-08-15,2024.0,Jardín Express,Tulipanes,42.0,21.29,894.18,33.0,1386.0,491.82
2024-08-16,2024.0,Florería Central,Lirios,20.0,20.31,406.2,27.38,547.6,141.4
2024-08-16,2024.0,Portal de las Flores,Tulipanes,27.0,29.19,788.13,44.06,1189.62,401.49
2024-08-16,2024.0,Portal de las Flores,Tulipanes,36.0,24.21,871.56,35.47,1276.92,405.36
2024-08-16,2024.0,Portal de las Flores,Rosas,10.0,17.58,175.8,28.61,286.1,110.3
2024-08-16,2024.0,Florería Central,Orquídeas,6.0,46.85,281.1,65.14,390.84,109.74
2024-08-16,2024.0,Florería Central,Rosas,5.0,23.72,118.6,36.65,183.25,64.65
2024-08-17,2024.0,Jardín Express,Girasoles,16.0,16.9,270.4,27.96,447.36,176.96
2024-08-17,2024.0,EcoFlores Norte,Tulipanes,28.0,23.17,648.76,31.44,880.32,231.56
2024-08-18,2024.0,Portal de las Flores,Girasoles,10.0,11.69,116.9,17.46,174.6,57.7
2024-08-18,2024.0,Jardín Express,Girasoles,,12.84,359.52,18.81,526.68,167.16
2024-08-18,2024.0,Florería Central,Lirios,23.0,19.94,458.62,30.91,710.93,252.31
2024-08-18,2024.0,Jardín Express,Orquídeas,8.0,52.38,419.04,81.29,650.32,231.28
2024-08-18,2024.0,Portal de las Flores,Girasoles,9.0,13.13,118.17,20.19,181.71,63.54
2024-08-20,2024.0,Jardín Express,Lirios,14.0,19.27,269.78,27.4,383.6,113.82
2024-08-20,2024.0,Florería Central,Girasoles,19.0,14.18,269.42,18.82,357.58,88.16
2024-08-20,2024.0,EcoFlores Norte,Rosas,13.0,20.39,265.07,30.78,400.14,135.07
2024-08-20,2024.0,Jardín Express,Tulipanes,29.0,19.44,563.76,25.8,748.2,184.44
2024-08-20,2024.0,EcoFlores Norte,Tulipanes,42.0,22.98,965.16,36.43,1530.06,564.9
2024-08-20,2024.0,EcoFlores Norte,Girasoles,2.0,15.91,31.82,20.89,41.78,9.96
2024-08-21,2024.0,Jardín Express,Girasoles,24.0,12.74,305.76,18.67,448.08,142.32
2024-08-22,2024.0,Jardín Express,Tulipanes,17.0,28.05,476.85,38.37,652.29,175.44
2024-08-22,2024.0,Florería Central,Orquídeas,47.0,59.77,2809.19,98.81,4644.07,1834.88
2024-08-23,2024.0,Portal de las Flores,Girasoles,,14.95,403.65,20.55,554.85,151.2
2024-08-23,2024.0,Jardín Express,Rosas,2.0,24.7,49.4,40.66,81.32,31.92
2024-08-24,2024.0,EcoFlores Norte,Lirios,23.0,21.31,490.13,31.04,713.92,223.79
2024-08-24,2024.0,Jardín Express,Girasoles,7.0,15.33,107.31,21.25,148.75,41.44
2024-08-26,2024.0,Florería Central,Orquídeas,8.0,43.82,350.56,62.67,501.36,150.8
2024-08-26,2024.0,EcoFlores Norte,Rosas,26.0,19.85,516.1,26.99,701.74,185.64
