Fecha,Año,Tienda,Categoría,Cantidad,Costo_Unitario,Costo_Total,Precio_Venta_Unitario,Ingreso_Total,Ganancia_Neta,Cluster_Venta
2025-10-13,2025.0,Jardín Express,Girasoles,8.0,12.49,99.92,19.27,154.16,54.24,0
2025-03-28,2025.0,EcoFlores Norte,Lirios,12.0,14.96,179.52,21.01,252.12,72.6,1
2024-02-06,2024.0,Jardín Express,Rosas,8.0,16.16,129.28,21.2,169.6,40.32,0
2024-06-08,2024.0,Jardín Express,Rosas,4.0,19.81,79.24,29.42,117.68,38.44,0
2024-01-09,2024.0,EcoFlores Norte,Tulipanes,17.0,26.8,455.6,42.92,729.64,274.04,1
2024-08-20,2024.0,EcoFlores Norte,Tulipanes,19.0,21.49,408.31,28.27,537.13,128.82,1
2024-04-08,2024.0,EcoFlores Norte,Tulipanes,14.0,24.3,340.2,33.46,468.44,128.24,1
2025-10-20,2025.0,Florería Central,Orquídeas,30.0,49.57,1487.1,73.27,2198.1,711.0,2
2024-07-26,2024.0,Portal de las Flores,Lirios,15.0,15.44,231.6,20.52,307.8,76.2,1
2025-02-07,2025.0,Jardín Express,Rosas,6.0,17.7,106.2,28.55,171.3,65.1,0
2024-05-31,2024.0,Jardín Express,Rosas,10.0,16.92,169.2,24.75,247.5,78.3,0
2024-02-23,2024.0,EcoFlores Norte,Girasoles,22.0,12.75,280.5,19.09,419.98,139.48,1
2024-04-29,2024.0,EcoFlores Norte,Lirios,20.0,15.13,302.6,24.16,483.2,180.6,1
2025-11-03,2025.0,Portal de las Flores,Girasoles,21.0,13.38,280.98,20.46,429.66,148.68,1
2025-09-19,2025.0,Portal de las Flores,Lirios,21.0,14.74,309.54,24.18,507.78,198.24,1
2025-08-09,2025.0,Florería Central,Orquídeas,48.0,50.99,2447.52,70.08,3363.84,916.32,2
2025-09-16,2025.0,Jardín Express,Girasoles,8.0,13.97,111.76,20.27,162.16,50.4,0
2025-02-23,2025.0,EcoFlores Norte,Tulipanes,16.0,21.86,349.76,36.74,587.84,238.08,1
2025-02-25,2025.0,Jardín Express,Girasoles,7.0,14.95,104.65,26.12,182.84,78.19,0
2024-04-13,2024.0,Jardín Express,Tulipanes,10.0,26.36,263.6,44.34,443.4,179.8,1
2024-09-10,2024.0,EcoFlores Norte,Lirios,18.0,14.75,265.5,19.2,345.6,80.1,1
2024-08-14,2024.0,Florería Central,Orquídeas,34.0,50.31,1710.54,66.97,2276.98,566.44,2
2024-04-21,2024.0,Portal de las Flores,Girasoles,23.0,14.53,334.19,25.62,589.26,255.07,1
2025-05-24,2025.0,EcoFlores Norte,Lirios,3.0,19.19,57.57,25.24,75.72,18.15,1
2025-04-17,2025.0,Jardín Express,Girasoles,6.0,13.41,80.46,22.83,136.98,56.52,0
2024-04-08,2024.0,EcoFlores Norte,Lirios,14.0,17.15,240.1,29.1,407.4,167.3,1
2024-06-01,2024.0,Jardín Express,Lirios,10.0,15.95,159.5,20.85,208.5,49.0,1
2024-12-03,2024.0,Florería Central,Girasoles,39.0,14.56,567.84,19.43,757.77,189.93,1
2025-12-06,2025.0,Florería Central,Orquídeas,40.0,48.59,1943.6,83.72,3348.8,1405.2,2
2024-06-11,2024.0,Portal de las Flores,Rosas,27.0,19.21,518.67,27.67,747.09,228.42,0
2025-12-20,2025.0,EcoFlores Norte,Tulipanes,17.0,21.2,360.4,36.13,614.21,253.81,1
2025-11-11,2025.0,Florería Central,Orquídeas,30.0,38.33,1149.9,51.76,1552.8,402.9,2
2024-06-09,2024.0,Portal de las Flores,Tulipanes,20.0,26.12,522.4,43.19,863.8,341.4,1
2025-08-02,2025.0,EcoFlores Norte,Rosas,13.0,19.13,248.69,31.25,406.25,157.56,0
2025-02-01,2025.0,Jardín Express,Rosas,10.0,20.32,203.2,30.53,305.3,102.1,0
2024-10-03,2024.0,Jardín Express,Rosas,6.0,18.45,110.7,31.75,190.5,79.8,0
2025-05-18,2025.0,Florería Central,Orquídeas,35.0,43.08,1507.8,69.96,2448.6,940.8,2
2025-01-26,2025.0,Portal de las Flores,Rosas,21.0,19.19,402.99,33.27,698.67,295.68,0
2024-05-14,2024.0,Portal de las Flores,Tulipanes,21.0,24.99,524.79,39.06,820.26,295.47,1
2024-07-13,2024.0,Portal de las Flores,Orquídeas,27.0,41.42,1118.34,60.13,1623.51,505.17,2
2025-02-04,2025.0,Jardín Express,Girasoles,4.0,15.16,60.64,21.77,87.08,26.44,0
2025-10-01,2025.0,Jardín Express,Rosas,8.0,20.06,160.48,34.34,274.72,114.24,0
2025-11-18,2025.0,Portal de las Flores,Tulipanes,26.0,22.39,582.14,37.02,962.52,380.38,1
2025-04-04,2025.0,Jardín Express,Girasoles,1.0,15.85,15.85,21.26,21.26,5.41,0
2025-04-14,2025.0,EcoFlores Norte,Rosas,15.0,17.25,258.75,24.76,371.4,112.65,0
2025-01-09,2025.0,Jardín Express,Girasoles,10.0,15.86,158.6,23.97,239.7,81.1,0
2024-01-22,2024.0,Portal de las Flores,Orquídeas,20.0,47.36,947.2,64.32,1286.4,339.2,2
2025-10-31,2025.0,Jardín Express,Tulipanes,12.0,25.47,305.64,33.17,398.04,92.4,1
2024-02-07,2024.0,Jardín Express,Rosas,4.0,20.03,80.12,27.87,111.48,31.36,0
2024-08-17,2024.0,EcoFlores Norte,Lirios,18.0,15.97,287.46,21.6,388.8,101.34,1
2024-12-30,2024.0,Jardín Express,Girasoles,8.0,16.1,128.8,21.77,174.16,45.36,0
2025-07-16,2025.0,Portal de las Flores,Orquídeas,19.0,39.75,755.25,64.28,1221.32,466.07,2
2025-03-13,2025.0,Jardín Express,Rosas,11.0,15.58,171.38,26.23,288.53,117.15,0
2024-10-09,2024.0,Portal de las Flores,Lirios,21.0,15.53,326.13,25.29,531.09,204.96,1
2024-01-27,2024.0,Jardín Express,Girasoles,8.0,14.62,116.96,24.83,198.64,81.68,0
2024-08-13,2024.0,Jardín Express,Girasoles,5.0,14.64,73.2,24.44,122.2,49.0,0
2024-10-03,2024.0,EcoFlores Norte,Lirios,15.0,14.72,220.8,24.16,362.4,141.6,1
2025-08-31,2025.0,Portal de las Flores,Rosas,18.0,17.29,311.22,22.98,413.64,102.42,0
2024-10-10,2024.0,Portal de las Flores,Tulipanes,23.0,24.32,559.36,32.83,755.09,195.73,1
2025-04-25,2025.0,Portal de las Flores,Lirios,10.0,14.55,145.5,19.82,198.2,52.7,1
2025-03-28,2025.0,Portal de las Flores,Girasoles,13.0,13.97,181.61,20.98,272.74,91.13,1
2025-10-20,2025.0,Florería Central,Lirios,42.0,18.93,795.06,25.0,1050.0,254.94,1
2025-05-30,2025.0,Portal de las Flores,Rosas,14.0,16.98,237.72,28.65,401.1,163.38,0
2025-06-30,2025.0,Jardín Express,Rosas,5.0,17.37,86.85,25.77,128.85,42.0,0
2024-07-10,2024.0,Florería Central,Tulipanes,36.0,20.53,739.08,29.7,1069.2,330.12,1
2024-02-18,2024.0,Florería Central,Orquídeas,40.0,45.95,1838.0,72.79,2911.6,1073.6,2
2025-05-26,2025.0,Florería Central,Orquídeas,25.0,51.4,1285.0,88.59,2214.75,929.75,2
2024-01-17,2024.0,Florería Central,Orquídeas,37.0,42.18,1560.66,59.2,2190.4,629.74,2
2024-06-20,2024.0,Jardín Express,Rosas,11.0,15.65,172.15,22.13,243.43,71.28,0
2024-08-07,2024.0,Portal de las Flores,Tulipanes,30.0,23.81,714.3,31.64,949.2,234.9,1
2024-06-06,2024.0,Portal de las Flores,Rosas,19.0,16.59,315.21,25.97,493.43,178.22,0
2025-04-21,2025.0,EcoFlores Norte,Tulipanes,11.0,21.81,239.91,29.89,328.79,88.88,1
2024-02-15,2024.0,Portal de las Flores,Rosas,16.0,19.52,312.32,31.02,496.32,184.0,0
2025-01-07,2025.0,Jardín Express,Lirios,10.0,15.29,152.9,24.79,247.9,95.0,1
2025-06-01,2025.0,Florería Central,Girasoles,35.0,15.75,551.25,22.76,796.6,245.35,1
2024-04-08,2024.0,EcoFlores Norte,Tulipanes,18.0,25.37,456.66,44.79,806.22,349.56,1
2024-02-06,2024.0,EcoFlores Norte,Girasoles,16.0,13.78,220.48,18.84,301.44,80.96,1
2024-10-06,2024.0,Portal de las Flores,Girasoles,15.0,15.89,238.35,28.3,424.5,186.15,1
2024-12-14,2024.0,Portal de las Flores,Tulipanes,27.0,24.34,657.18,33.84,913.68,256.5,1
2025-05-11,2025.0,Jardín Express,Rosas,7.0,16.43,115.01,21.77,152.39,37.38,0
2024-10-28,2024.0,Florería Central,Rosas,25.0,20.67,516.75,32.32,808.0,291.25,0
2024-06-29,2024.0,Jardín Express,Rosas,3.0,17.66,52.98,28.2,84.6,31.62,0
2025-08-29,2025.0,Jardín Express,Rosas,9.0,15.37,138.33,20.09,180.81,42.48,0
2024-04-08,2024.0,EcoFlores Norte,Lirios,18.0,19.43,349.74,32.62,587.16,237.42,1
2025-11-30,2025.0,Florería Central,Orquídeas,39.0,48.69,1898.91,70.84,2762.76,863.85,2
2024-04-25,2024.0,Portal de las Flores,Rosas,28.0,20.48,573.44,34.44,964.32,390.88,0
2024-07-09,2024.0,Florería Central,Orquídeas,33.0,38.41,1267.53,50.11,1653.63,386.1,2
2024-09-09,2024.0,Florería Central,Girasoles,45.0,12.09,544.05,20.6,927.0,382.95,1
2024-06-09,2024.0,EcoFlores Norte,Lirios,19.0,18.17,345.23,24.49,465.31,120.08,1
2024-09-12,2024.0,Florería Central,Tulipanes,42.0,20.4,856.8,35.71,1499.82,643.02,1
2024-11-18,2024.0,Portal de las Flores,Girasoles,18.0,15.91,286.38,24.62,443.16,156.78,1
2024-05-07,2024.0,Florería Central,Orquídeas,24.0,48.43,1162.32,85.2,2044.8,882.48,2
2024-01-18,2024.0,Florería Central,Orquídeas,22.0,41.97,923.34,67.61,1487.42,564.08,2
2025-07-19,2025.0,Florería Central,Tulipanes,19.0,25.13,477.47,35.69,678.11,200.64,1
2025-07-23,2025.0,Portal de las Flores,Tulipanes,25.0,27.01,675.25,36.49,912.25,237.0,1
2024-11-18,2024.0,Portal de las Flores,Girasoles,17.0,15.89,270.13,25.28,429.76,159.63,1
2025-11-16,2025.0,Jardín Express,Girasoles,10.0,13.7,137.0,20.05,200.5,63.5,0
2025-09-17,2025.0,Jardín Express,Rosas,10.0,20.41,204.1,35.64,356.4,152.3,0
2024-10-14,2024.0,Florería Central,Orquídeas,32.0,49.36,1579.52,86.11,2755.52,1176.0,2
2025-10-24,2025.0,Portal de las Flores,Orquídeas,16.0,42.24,675.84,67.45,1079.2,403.36,2
2025-09-30,2025.0,Portal de las Flores,Orquídeas,15.0,46.84,702.6,69.43,1041.45,338.85,2
2024-06-03,2024.0,Portal de las Flores,Girasoles,4.0,15.31,61.24,26.3,105.2,43.96,1
2025-05-04,2025.0,Florería Central,Orquídeas,36.0,48.7,1753.2,71.9,2588.4,835.2,2
2025-01-20,2025.0,EcoFlores Norte,Rosas,18.0,16.83,302.94,25.46,458.28,155.34,0
2025-01-27,2025.0,Florería Central,Orquídeas,29.0,51.39,1490.31,72.62,2105.98,615.67,2
2024-09-02,2024.0,Portal de las Flores,Lirios,20.0,16.0,320.0,22.64,452.8,132.8,1
2024-02-08,2024.0,Florería Central,Orquídeas,27.0,43.96,1186.92,63.81,1722.87,535.95,2
2025-04-21,2025.0,Portal de las Flores,Lirios,25.0,15.38,384.5,22.85,571.25,186.75,1
2025-11-12,2025.0,Jardín Express,Lirios,9.0,16.52,148.68,23.3,209.7,61.02,1
2025-06-21,2025.0,Portal de las Flores,Lirios,12.0,16.39,196.68,24.7,296.4,99.72,1
2025-02-11,2025.0,Portal de las Flores,Tulipanes,20.0,20.55,411.0,29.48,589.6,178.6,1
2025-06-08,2025.0,Portal de las Flores,Rosas,24.0,17.9,429.6,26.51,636.24,206.64,0
2025-05-20,2025.0,EcoFlores Norte,Tulipanes,11.0,25.54,280.94,42.89,471.79,190.85,1
2024-02-05,2024.0,Portal de las Flores,Rosas,31.0,17.29,535.99,30.54,946.74,410.75,0
2025-11-15,2025.0,EcoFlores Norte,Rosas,33.0,16.27,536.91,21.95,724.35,187.44,0
2024-01-20,2024.0,Portal de las Flores,Rosas,17.0,15.47,262.99,20.51,348.67,85.68,0
2024-11-16,2024.0,Florería Central,Girasoles,42.0,13.31,559.02,23.82,1000.44,441.42,1
2025-05-26,2025.0,Jardín Express,Rosas,10.0,17.65,176.5,27.79,277.9,101.4,0
2025-02-03,2025.0,Florería Central,Girasoles,44.0,12.58,553.52,21.3,937.2,383.68,1
2025-10-15,2025.0,EcoFlores Norte,Lirios,19.0,17.59,334.21,30.28,575.32,241.11,1
2025-04-15,2025.0,Jardín Express,Rosas,7.0,19.11,133.77,32.65,228.55,94.78,0
2024-05-22,2024.0,Florería Central,Orquídeas,16.0,42.42,678.72,65.37,1045.92,367.2,2
2024-04-01,2024.0,EcoFlores Norte,Rosas,24.0,19.62,470.88,30.93,742.32,271.44,0
2024-12-19,2024.0,EcoFlores Norte,Tulipanes,18.0,25.28,455.04,40.76,733.68,278.64,1
2025-12-27,2025.0,Portal de las Flores,Girasoles,21.0,14.01,294.21,18.71,392.91,98.7,1
2024-02-20,2024.0,Portal de las Flores,Girasoles,11.0,12.58,138.38,17.53,192.83,54.45,1
2025-10-26,2025.0,EcoFlores Norte,Tulipanes,21.0,22.61,474.81,33.38,700.98,226.17,1
2025-11-28,2025.0,Florería Central,Lirios,43.0,17.54,754.22,24.97,1073.71,319.49,1
2025-07-28,2025.0,Florería Central,Tulipanes,33.0,23.52,776.16,38.64,1275.12,498.96,1
2024-07-08,2024.0,Florería Central,Rosas,30.0,20.6,618.0,34.86,1045.8,427.8,0
2024-05-04,2024.0,Jardín Express,Girasoles,4.0,12.74,50.96,19.23,76.92,25.96,0
2024-05-29,2024.0,Portal de las Flores,Lirios,18.0,15.86,285.48,24.04,432.72,147.24,1
2024-11-09,2024.0,Florería Central,Rosas,30.0,17.73,531.9,31.71,951.3,419.4,0
2025-07-23,2025.0,Portal de las Flores,Tulipanes,18.0,25.71,462.78,42.48,764.64,301.86,1
2024-12-07,2024.0,Florería Central,Tulipanes,27.0,24.14,651.78,32.28,871.56,219.78,1
2024-10-31,2024.0,Jardín Express,Rosas,2.0,16.85,33.7,27.44,54.88,21.18,0
2025-11-22,2025.0,Portal de las Flores,Tulipanes,19.0,24.75,470.25,33.13,629.47,159.22,1
2025-11-12,2025.0,Florería Central,Lirios,34.0,18.0,612.0,27.52,935.68,323.68,1
2024-02-23,2024.0,Jardín Express,Girasoles,5.0,13.02,65.1,17.02,85.1,20.0,0
2025-03-19,2025.0,Jardín Express,Rosas,3.0,18.93,56.79,30.13,90.39,33.6,0
2025-09-04,2025.0,Jardín Express,Rosas,14.0,18.53,259.42,32.11,449.54,190.12,0
2024-09-20,2024.0,Florería Central,Rosas,52.0,16.45,855.4,29.11,1513.72,658.32,0
2024-02-22,2024.0,Florería Central,Tulipanes,27.0,24.63,665.01,40.65,1097.55,432.54,1
2025-07-25,2025.0,Florería Central,Rosas,23.0,20.36,468.28,31.99,735.77,267.49,0
2025-09-11,2025.0,Jardín Express,Lirios,12.0,16.49,197.88,28.36,340.32,142.44,1
2024-01-05,2024.0,Portal de las Flores,Rosas,30.0,17.07,512.1,29.79,893.7,381.6,0
2024-04-12,2024.0,Florería Central,Lirios,34.0,16.66,566.44,23.81,809.54,243.1,1
2024-07-14,2024.0,Florería Central,Orquídeas,37.0,47.3,1750.1,78.07,2888.59,1138.49,2
2024-12-15,2024.0,Florería Central,Rosas,22.0,16.38,360.36,28.48,626.56,266.2,0
2024-02-16,2024.0,EcoFlores Norte,Lirios,17.0,14.53,247.01,19.45,330.65,83.64,1
2025-10-17,2025.0,Portal de las Flores,Girasoles,18.0,13.83,248.94,23.05,414.9,165.96,1
2024-09-25,2024.0,Portal de las Flores,Rosas,16.0,20.44,327.04,35.14,562.24,235.2,0
2025-01-04,2025.0,Portal de las Flores,Girasoles,21.0,13.97,293.37,20.14,422.94,129.57,1
2025-09-27,2025.0,EcoFlores Norte,Tulipanes,25.0,25.71,642.75,40.13,1003.25,360.5,1
2024-04-15,2024.0,Jardín Express,Girasoles,10.0,13.7,137.0,19.22,192.2,55.2,0
2025-10-31,2025.0,Jardín Express,Girasoles,5.0,15.66,78.3,25.58,127.9,49.6,0
2025-10-20,2025.0,EcoFlores Norte,Lirios,11.0,16.55,182.05,28.75,316.25,134.2,1
2025-10-18,2025.0,Jardín Express,Girasoles,3.0,14.63,43.89,25.87,77.61,33.72,0
2024-04-29,2024.0,EcoFlores Norte,Tulipanes,7.0,24.0,168.0,40.62,284.34,116.34,1
2025-08-26,2025.0,Portal de las Flores,Rosas,22.0,17.5,385.0,26.86,590.92,205.92,0
2024-02-27,2024.0,EcoFlores Norte,Lirios,11.0,14.99,164.89,25.22,277.42,112.53,1
2024-12-11,2024.0,Portal de las Flores,Tulipanes,24.0,21.21,509.04,33.05,793.2,284.16,1
2025-04-18,2025.0,Florería Central,Tulipanes,33.0,25.18,830.94,43.83,1446.39,615.45,1
2024-04-26,2024.0,Florería Central,Orquídeas,45.0,38.36,1726.2,67.6,3042.0,1315.8,2
2024-05-06,2024.0,Jardín Express,Girasoles,7.0,14.15,99.05,20.92,146.44,47.39,0
2025-01-27,2025.0,Jardín Express,Rosas,8.0,16.47,131.76,28.08,224.64,92.88,0
2025-10-02,2025.0,Florería Central,Girasoles,36.0,13.39,482.04,20.79,748.44,266.4,1
2024-02-27,2024.0,Jardín Express,Rosas,9.0,15.72,141.48,26.95,242.55,101.07,0
2025-09-25,2025.0,Jardín Express,Rosas,7.0,19.94,139.58,32.67,228.69,89.11,0
2025-05-27,2025.0,Florería Central,Girasoles,16.0,11.96,191.36,17.32,277.12,85.76,1
2024-04-05,2024.0,Jardín Express,Girasoles,4.0,12.65,50.6,20.83,83.32,32.72,0
2025-09-29,2025.0,Jardín Express,Tulipanes,12.0,26.61,319.32,41.67,500.04,180.72,1
2024-04-27,2024.0,EcoFlores Norte,Tulipanes,15.0,21.56,323.4,28.93,433.95,110.55,1
2025-08-23,2025.0,Jardín Express,Rosas,9.0,18.1,162.9,29.03,261.27,98.37,0
2025-05-02,2025.0,Portal de las Flores,Girasoles,27.0,14.3,386.1,25.64,692.28,306.18,1
2024-08-24,2024.0,Florería Central,Orquídeas,28.0,44.04,1233.12,69.16,1936.48,703.36,2
2024-09-28,2024.0,Portal de las Flores,Tulipanes,20.0,23.37,467.4,40.55,811.0,343.6,1
2024-07-07,2024.0,Portal de las Flores,Lirios,12.0,17.17,206.04,23.31,279.72,73.68,1
2025-12-04,2025.0,Florería Central,Orquídeas,34.0,51.49,1750.66,80.13,2724.42,973.76,2
2025-03-22,2025.0,Florería Central,Girasoles,40.0,15.66,626.4,21.96,878.4,252.0,1
2025-08-03,2025.0,Florería Central,Lirios,39.0,18.82,733.98,30.8,1201.2,467.22,1
2024-09-03,2024.0,Jardín Express,Girasoles,12.0,14.54,174.48,23.91,286.92,112.44,0
2024-03-16,2024.0,EcoFlores Norte,Lirios,22.0,18.29,402.38,28.03,616.66,214.28,1
2024-06-02,2024.0,Portal de las Flores,Rosas,26.0,17.92,465.92,26.29,683.54,217.62,0
2025-10-17,2025.0,Florería Central,Orquídeas,45.0,43.71,1966.95,67.41,3033.45,1066.5,2
2025-03-10,2025.0,Jardín Express,Rosas,8.0,17.39,139.12,29.59,236.72,97.6,0
2024-03-26,2024.0,Jardín Express,Rosas,3.0,19.31,57.93,33.29,99.87,41.94,0
2025-11-27,2025.0,EcoFlores Norte,Girasoles,17.0,12.21,207.57,18.17,308.89,101.32,1
2024-10-11,2024.0,Florería Central,Lirios,34.0,14.81,503.54,24.65,838.1,334.56,1
2024-08-07,2024.0,EcoFlores Norte,Rosas,15.0,17.3,259.5,26.51,397.65,138.15,0
2024-03-09,2024.0,EcoFlores Norte,Rosas,20.0,17.35,347.0,29.77,595.4,248.4,0
2024-02-16,2024.0,EcoFlores Norte,Tulipanes,16.0,20.44,327.04,34.79,556.64,229.6,1
2024-04-03,2024.0,Florería Central,Rosas,35.0,17.6,616.0,27.7,969.5,353.5,0
2025-03-28,2025.0,EcoFlores Norte,Lirios,15.0,18.55,278.25,28.92,433.8,155.55,1
2024-07-22,2024.0,Florería Central,Rosas,40.0,17.39,695.6,28.37,1134.8,439.2,0
2024-08-05,2024.0,Jardín Express,Girasoles,5.0,15.05,75.25,26.4,132.0,56.75,0
2025-04-18,2025.0,Jardín Express,Girasoles,12.0,15.48,185.76,24.32,291.84,106.08,0
2025-03-07,2025.0,Portal de las Flores,Tulipanes,17.0,22.61,384.37,34.08,579.36,194.99,1
2024-12-06,2024.0,Jardín Express,Rosas,6.0,16.6,99.6,23.36,140.16,40.56,0
2025-07-04,2025.0,Portal de las Flores,Orquídeas,13.0,48.03,624.39,80.35,1044.55,420.16,2
2025-09-03,2025.0,EcoFlores Norte,Rosas,13.0,19.74,256.62,32.17,418.21,161.59,0
2024-10-15,2024.0,EcoFlores Norte,Tulipanes,25.0,24.36,609.0,38.16,954.0,345.0,1
2024-09-10,2024.0,Jardín Express,Lirios,3.0,15.82,47.46,22.08,66.24,18.78,1
2024-12-22,2024.0,Portal de las Flores,Lirios,26.0,17.79,462.54,30.45,791.7,329.16,1
2024-01-23,2024.0,Portal de las Flores,Lirios,23.0,18.33,421.59,25.55,587.65,166.06,1
2025-06-05,2025.0,EcoFlores Norte,Lirios,21.0,18.26,383.46,25.11,527.31,143.85,1
2024-04-09,2024.0,EcoFlores Norte,Rosas,16.0,18.31,292.96,24.16,386.56,93.6,0
2024-06-28,2024.0,Portal de las Flores,Rosas,22.0,20.15,443.3,35.14,773.08,329.78,0
2024-08-10,2024.0,EcoFlores Norte,Lirios,27.0,14.93,403.11,24.99,674.73,271.62,1
2025-10-20,2025.0,Florería Central,Orquídeas,29.0,39.16,1135.64,52.77,1530.33,394.69,2
2025-03-17,2025.0,EcoFlores Norte,Lirios,30.0,16.0,480.0,23.34,700.2,220.2,1
2025-08-30,2025.0,Jardín Express,Rosas,4.0,17.25,69.0,29.18,116.72,47.72,0
2024-11-20,2024.0,Jardín Express,Rosas,7.0,15.39,107.73,20.14,140.98,33.25,0
2025-05-30,2025.0,EcoFlores Norte,Girasoles,15.0,15.1,226.5,19.92,298.8,72.3,1
2024-01-16,2024.0,Jardín Express,Girasoles,2.0,13.54,27.08,18.07,36.14,9.06,0
2024-12-01,2024.0,Florería Central,Orquídeas,22.0,44.22,972.84,73.13,1608.86,636.02,2
2024-09-14,2024.0,Jardín Express,Girasoles,11.0,13.49,148.39,20.04,220.44,72.05,0
2025-05-11,2025.0,EcoFlores Norte,Tulipanes,18.0,21.92,394.56,39.41,709.38,314.82,1
2024-06-08,2024.0,EcoFlores Norte,Tulipanes,17.0,27.17,461.89,42.17,716.89,255.0,1
2025-04-19,2025.0,EcoFlores Norte,Tulipanes,23.0,25.26,580.98,41.4,952.2,371.22,1
2025-10-25,2025.0,Portal de las Flores,Girasoles,20.0,14.8,296.0,24.4,488.0,192.0,1
2025-11-20,2025.0,Florería Central,Rosas,24.0,18.3,439.2,30.63,735.12,295.92,0
2025-11-05,2025.0,Jardín Express,Girasoles,9.0,13.81,124.29,22.56,203.04,78.75,0
2025-01-14,2025.0,Florería Central,Lirios,27.0,14.76,398.52,24.25,654.75,256.23,1
2025-06-28,2025.0,Florería Central,Orquídeas,41.0,49.09,2012.69,87.4,3583.4,1570.71,2
2025-11-21,2025.0,Jardín Express,Girasoles,9.0,15.9,143.1,27.68,249.12,106.02,0
2025-03-02,2025.0,Portal de las Flores,Lirios,22.0,14.85,326.7,24.8,545.6,218.9,1
2025-09-04,2025.0,EcoFlores Norte,Tulipanes,23.0,20.77,477.71,27.33,628.59,150.88,1
2024-09-24,2024.0,EcoFlores Norte,Tulipanes,19.0,22.17,421.23,36.48,693.12,271.89,1
2025-07-30,2025.0,Jardín Express,Rosas,10.0,19.96,199.6,34.79,347.9,148.3,0
2025-02-20,2025.0,EcoFlores Norte,Tulipanes,19.0,21.3,404.7,29.83,566.77,162.07,1
2024-06-16,2024.0,Florería Central,Orquídeas,36.0,46.66,1679.76,83.37,3001.32,1321.56,2
2024-02-12,2024.0,EcoFlores Norte,Lirios,15.0,16.22,243.3,24.62,369.3,126.0,1
2025-07-09,2025.0,EcoFlores Norte,Lirios,19.0,18.8,357.2,33.26,631.94,274.74,1
2024-10-11,2024.0,Jardín Express,Girasoles,6.0,12.61,75.66,19.39,116.34,40.68,0
2025-01-31,2025.0,Portal de las Flores,Tulipanes,28.0,20.94,586.32,31.81,890.68,304.36,1
2024-01-12,2024.0,EcoFlores Norte,Lirios,9.0,18.52,166.68,27.1,243.9,77.22,1
2025-08-29,2025.0,EcoFlores Norte,Tulipanes,15.0,20.55,308.25,35.21,528.15,219.9,1
2024-10-28,2024.0,EcoFlores Norte,Tulipanes,15.0,21.92,328.8,37.36,560.4,231.6,1
2024-09-09,2024.0,Jardín Express,Girasoles,8.0,12.22,97.76,21.91,175.28,77.52,0
2025-05-13,2025.0,EcoFlores Norte,Rosas,8.0,18.34,146.72,31.21,249.68,102.96,0
2024-02-04,2024.0,Florería Central,Orquídeas,33.0,48.79,1610.07,70.83,2337.39,727.32,2
2025-12-27,2025.0,EcoFlores Norte,Girasoles,17.0,12.25,208.25,18.74,318.58,110.33,1
2024-03-30,2024.0,Jardín Express,Rosas,2.0,19.16,38.32,27.61,55.22,16.9,0
2025-08-27,2025.0,Portal de las Flores,Rosas,16.0,18.26,292.16,32.79,524.64,232.48,0
2025-08-24,2025.0,Florería Central,Orquídeas,26.0,42.49,1104.74,66.67,1733.42,628.68,2
2025-02-21,2025.0,Jardín Express,Girasoles,8.0,13.88,111.04,22.6,180.8,69.76,0
2024-04-24,2024.0,EcoFlores Norte,Tulipanes,16.0,26.44,423.04,39.15,626.4,203.36,1
2025-09-08,2025.0,Jardín Express,Girasoles,9.0,13.65,122.85,21.25,191.25,68.4,0
2024-07-14,2024.0,EcoFlores Norte,Rosas,14.0,20.44,286.16,28.37,397.18,111.02,0
2025-05-15,2025.0,Jardín Express,Girasoles,11.0,13.59,149.49,24.26,266.86,117.37,0
2025-09-17,2025.0,EcoFlores Norte,Tulipanes,18.0,25.16,452.88,34.48,620.64,167.76,1
2025-05-07,2025.0,Portal de las Flores,Orquídeas,21.0,44.88,942.48,67.47,1416.87,474.39,2
2024-03-15,2024.0,EcoFlores Norte,Tulipanes,16.0,27.08,433.28,48.34,773.44,340.16,1
2025-02-16,2025.0,EcoFlores Norte,Tulipanes,14.0,27.16,380.24,47.45,664.3,284.06,1
2025-01-10,2025.0,EcoFlores Norte,Girasoles,22.0,15.45,339.9,26.23,577.06,237.16,1
2025-02-23,2025.0,Portal de las Flores,Orquídeas,13.0,41.2,535.6,71.57,930.41,394.81,2
2025-12-29,2025.0,Jardín Express,Girasoles,10.0,15.06,150.6,24.27,242.7,92.1,0
2024-10-03,2024.0,Portal de las Flores,Tulipanes,19.0,22.07,419.33,31.62,600.78,181.45,1
2025-11-06,2025.0,Florería Central,Girasoles,30.0,12.29,368.7,18.96,568.8,200.1,1
2025-01-28,2025.0,Portal de las Flores,Girasoles,16.0,15.72,251.52,24.12,385.92,134.4,1
2025-04-01,2025.0,Florería Central,Orquídeas,29.0,47.73,1384.17,76.73,2225.17,841.0,2
2024-07-10,2024.0,Portal de las Flores,Tulipanes,31.0,27.13,841.03,40.37,1251.47,410.44,1
2025-11-19,2025.0,Portal de las Flores,Tulipanes,20.0,21.63,432.6,28.45,569.0,136.4,1
2024-04-08,2024.0,Florería Central,Rosas,25.0,18.92,473.0,29.03,725.75,252.75,0
2025-07-01,2025.0,EcoFlores Norte,Tulipanes,21.0,20.76,435.96,27.35,574.35,138.39,1
